name,state,location,control,for_profit,religious_controlled,religious_orentation,degree_type,focus,founded_in,closed_merged_in,done,closed_reason,enrollment,historically_black,accreditation
Eastern Maine Community College,Maine,Bangor,Public,0,0,none,Associates College,,1966,,AJB,,"4,051",,
Washtenaw Community College,Michigan,Ann Arbor,Public,0,0,none,Associates College,,1966,,AJB,,"12,160",,"HLC, ADA, APTA, JRCERT, NLNAC"
Kirtland Community College,Michigan,Roscommon,Public,0,0,none,Associates College,,1966,,AJB,,"1,529",,HLC
Kalamazoo Valley Community College,Michigan,Kalamazoo,Public,0,0,none,Associates College,,1966,,AJB,,"8,549",,"HLC, ADA"
University of Minnesota Rochester,Minnesota,Rochester,Public,0,0,Catholic,Associates College,,1966,,AJB,,143,,AOTA
North Hennepin Community College,Minnesota,Brooklyn Park,Public,0,0,Christian,Associates College,,1966,,AJB,,"7,505",,"HLC, NLNAC"
University of Minnesota Crookston,Minnesota,Crookston,Public,0,0,none,Baccalaureate College,,1966,,AJB,,"2,528",,HLC
White Mountains Community College,New Hampshire,Berlin & Littleton,Public,0,0,none,Associates College,,1966,,AJB,,"1,001",,
Yeshiva Toras Chaim,New Jersey,Lakewood,Private,1,1,Jewish,Seminary,,1967,,AJB,,,,AARTS
Carrington College,New Mexico,Albuquerque,Private,1,0,none,Associates College,,1967,,AJB,,351,,
Sh'or Yoshuv Rabbinical College,New York,Lawrence,Private,1,1,Jewish,Seminary,,1967,,AJB,,241,,
Kettering College,Ohio,Kettering,Private,0,1,Seventh-day Adventist Church,Specialized Focus,Medical,1967,,AJB,,,,
Jordan College,Michigan,Various,Private,0,1,Christian,Baccalaureate College,,1967,1996,AJB,,,,
Amridge University,Alabama,Montgomery,Private,0,1,Churches of Christ,Seminary,,1967,,AJB,,833,,SACS
Carrington College,Arizona,Phoenix,Private,1,0,none,Baccalaureate College,,1967,,AJB,,617,,
Nazarene Bible College,Colorado,Colorado Springs,Private,0,1,Nazarene ,Seminary,,1967,,AJB,,731,,
Adler Graduate School,Minnesota,Minnetonka,Private,0,0,none,Specialized Focus,Graduate Studies,1967,,AJB,,421,,HLC
Wright State University,Ohio,Dayton,Public,0,0,none,Doctoral University,,1967,,AJB,,,,
Louisiana State University Shreveport - Shreveport,Louisiana,,Public,0,0,none,Baccalaureate College,,1967,,AJB,,,,
Southern University at Shreveport - Shreveport,Louisiana,,Public,0,0,none,Baccalaureate College,,1967,,AJB,,,,
CUNY Lehman College,New York,Bronx,Public,0,0,none,Associates College,,1967,,AJB,,"16,782",,
Lakeland Community College,Ohio,Kirtland and Madison,Public,0,0,none,Associates College,,1967,,AJB,,,,
Linn–Benton Community College,Oregon,Albany,Public,0,0,none,Associates College,,1967,,AJB,,"5,391",,
University of South Carolina Upstate,South Carolina,Spartanburg,Public,0,0,none,Masters University,,1967,,AJB,,6175,,SACS
Blue Ridge Community College,Virginia,Weyers Cave,Public,0,0,none,Associates College,,1967,,AJB,,"4,099",,SACS
John Tyler Community College,Virginia,Chester,Public,0,0,none,Associates College,,1967,,AJB,,"10,144",,SACS
Pierce College,Washington,Lakewood,Public,0,0,none,Baccalaureate College,,1967,,AJB,,"5,927",,
Spokane Falls Community College,Washington,Spokane,Public,0,0,none,Baccalaureate College,,1967,,AJB,,"5,970",,
Whatcom Community College,Washington,Bellingham,Public,0,0,none,Baccalaureate College,,1967,,AJB,,"10,993",,
Evergreen State College,Washington,Olympia,Public,0,0,none,Liberal Arts,,1967,,AJB,,"3,327",,
Fox Valley Technical College,Wisconsin,Appleton,Public,0,0,none,Associates College,,1967,,AJB,,"10,684",,"HLC, ADA, AOTA, NLNAC"
Lakeshore Technical College,Wisconsin,Cleveland,Public,0,0,none,Associates College,,1967,,AJB,,"3,159",,"HLC, ABHES, JRCERT, NLNAC"
Nicolet Area Technical College,Wisconsin,Rhinelander,Public,0,0,none,Associates College,,1967,,AJB,,"1,455",,"HLC, NLNAC"
Southwest Wisconsin Technical College,Wisconsin,Fennimore,Public,0,0,none,Associates College,,1967,,AJB,,"3,431",,"HLC, APTA, NLNAC"
SUNY at Purchase College,New York,Purchase,Public,0,0,none,Associates College,,1967,,AJB,,"4,989",,
Auburn University at Montgomery,Alabama,Montgomery,Public,0,0,none,Masters University,,1967,,AJB,,"5,188",,SACS
Southern Arkansas University Tech,Arkansas,Camden,Public,0,0,none,Associates College,,1967,,AJB,,"1,730",,
Housatonic Community College,Connecticut,Bridgeport,Public,0,0,none,Associates College,,1967,,AJB,,"5,143",,
Delaware Technical Community College,Delaware,"Dover, Georgetown, Newark, and Wilmington",Public,0,0,none,Associates College,,1967,,AJB,,"14,479",,
West Shore Community College,Michigan,Scottville,Public,0,0,none,Associates College,,1967,,AJB,,"1,274",,HLC
Wayne County Community College District,Michigan,Detroit,Public,0,0,none,Associates College,,1967,,AJB,,"16,822",,"HLC, ADA, ADA"
Rainy River Community College,Minnesota,International Falls,Public,0,0,none,Associates College,,1967,,AJB,,366,,HLC
Minnesota West Community and Technical College,Minnesota,"Granite Falls, Canby, Jackson, Pipestone, Worthington",Public,0,0,none,Associates College,,1967,,AJB,,"3,465",,HLC
Century College,Minnesota,White Bear Lake,Public,0,0,none,Associates College,,1967,,AJB,,"10,918",,"HLC, ADA, JRCERT"
Anoka Technical College,Minnesota,Anoka,Public,0,0,none,Associates College,,1967,,AJB,,"2,580",,"AOTA, NLNAC"
Flathead Valley Community College,Montana,Montana,Public,0,0,none,Associates College,,1967,,AJB,,848,,
Great Basin College,Nevada,Elko,Public,0,0,none,Baccalaureate College,,1967,,AJB,,3436,,
Lakes Region Community College,New Hampshire,Laconia,Public,0,0,none,Associates College,,1967,,AJB,,"1,170",,
Palm Beach Atlantic University,Florida,West Palm Beach,Private,0,1,Christian,Baccalaureate College,,1968,,AJB,,,,
Warner University (Lake Wales),Florida,Lake Wales,Private,0,1,Church of God,Baccalaureate College,,1968,,AJB,,,,
The Art Institute of Fort Lauderdale,Florida,,Private,1,0,none,Specialized Focus,Art,1968,2018,AJB,,,,
Flagler College (St. Augustine),Florida,St. Augustine,Private,0,0,none,Liberal Arts,,1968,,AJB,,,,
Yeshiva Shaarei Torah of Rockland,New York,Suffern,Private,1,1,Jewish,Seminary,,1968,,AJB,,125,,
Mount Vernon Nazarene University,Ohio,Mount Vernon,Private,0,1,Christian,Masters University,,1968,,AJB,,,,
Reconstructionist Rabbinical College,Pennsylvania,Cheltenham Township(Montgomery County),Private,0,1,Reconstructionist Judaism,Seminary,,1968,,AJB,,59,,
Everest Institute–Cross Lanes,West Virginia,Cross Lanes,Private,1,0,none,Associates College,,1968,2015,AJB,,292,,ACCSC
Maranatha Baptist University,Wisconsin,Watertown,Private,0,1,baptist,Baccalaureate College,,1968,,AJB,,962,,HLC
Holy Redeemer College,Wisconsin,Waterford,Private,0,1,Catholic,Seminary,,1968,1985,AJB,,,,
Dowling College,New York,Oakdale,Private,0,0,none,Baccalaureate College,,1968,2016,AJB,Bankruptsy,"2,945",,
California Institute of Integral Studies,California,San Francisco,Private,0,0,none,Specialized Focus,New Agism,1968,,AJB,,,,
Wilmington University,Delaware,New Castle,Private,0,0,Christian,Doctoral University,,1968,,AJB,,"15,316",,
Northern Kentucky University,Kentucky,,Public,0,0,none,Baccalaureate College,,1968,,AJB,,,,
Diné College,New Mexico,Crownpoint / Shiprock,Tribal,0,1,Navajo Nation,Baccalaureate College,,1968,,AJB,,,,
Hostos Community College,New York,The Bronx,Public,0,0,none,Associates College,,1968,,AJB,,"5,112",,
Baruch College,New York,Manhattan,Public,0,0,none,Baccalaureate College,,1968,,AJB,,"16,097",,
Lehman College,New York,The Bronx,Public,0,0,none,Baccalaureate College,,1968,,AJB,,"10,922",,
Hocking College,Ohio,Nelsonville,Public,0,0,none,Associates College,,1968,,AJB,,,,
Northwest State Community College,Ohio,Archbold,Public,0,0,none,Associates College,,1968,,AJB,,,,
Terra State Community College,Ohio,Fremont,Public,0,0,none,Associates College,,1968,,AJB,,,,
Northeastern Technical College,South Carolina,Cheraw[j],Public,0,0,none,Associates College,,1968,,AJB,,1275,,SACS
Orangeburg–Calhoun Technical College,South Carolina,Orangeburg,Public,0,0,none,Associates College,,1968,,AJB,,2387,,SACS
Mitchell Technical Institute,South Dakota,Mitchell,Public,0,0,none,Associates College,,1968,,AJB,,,,"HLC, JRCERT"
Southeast Technical Institute,South Dakota,Sioux Falls,Public,0,0,none,Associates College,,1968,,AJB,,,,HLC
Western Dakota Technical Institute,South Dakota,Rapid City,Public,0,0,none,Associates College,,1968,,AJB,,,,HLC
Southwest Virginia Community College,Virginia,Richlands,Public,0,0,none,Associates College,,1968,,AJB,,"2,373",,SACS
Thomas Nelson Community College,Virginia,Hampton,Public,0,0,none,Associates College,,1968,,AJB,,"7,685",,SACS
Tidewater Community College,Virginia,"Chesapeake, Norfolk, Portsmouth, Virginia Beach",Public,0,0,none,Associates College,,1968,,AJB,,"20,941",,SACS
Blackhawk Technical College,Wisconsin,Janesville,Public,0,0,none,Associates College,,1968,,AJB,,"3,339",,"NCA, ADA, APTA, JRCERT, NLNAC"
University of Wisconsin–Parkside,Wisconsin,Kenosha,Public,0,0,none,Baccalaureate College,,1968,,AJB,,"5,160",,HLC
Laramie County Community College,Wyoming,Cheyenne,Public,0,0,none,Associates College,,1968,,AJB,,"4,763",,
Leeward Community College,Hawaii,Pearl City,Public,0,0,none,Associates College,,1968,,AJB,,"7,942",,
Normandale Community College,Minnesota,Bloomington,Public,0,0,none,Associates College,,1968,,AJB,,"10,169",,"HLC, ADA, ADA, NASAD, NASM, NAST, CCNE"
River Valley Community College,New Hampshire,Claremont & Lebanon,Public,0,0,none,Associates College,,1968,,AJB,,954,,
ITT Technical Institute,Indiana,Carmel,Private,1,0,none,Associates College,,1969,2016,AJB,,,,
"Fort Peck Community College, Poplar",Montana,,Tribal,1,0,Tribal,Associates College,,1969,,AJB,,,,
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,New York,Far Rockaway,Private,0,1,Jewish,Seminary,,1969,,AJB,,50,,
Gordon-Conwell Theological Seminary,North Carolina,Charlotte,Private,0,1,"Protestant, evangelical",Seminary,,1969,,AJB,,"1,696",,
Ohio Technical College,Ohio,Cleveland,Private,1,0,none,Associates College,,1969,,AJB,,,,
MIAT College of Technology,Texas,,Private,1,0,none,Associates College,,1969,,AJB,,,,
Hallmark University,Texas,,Private,0,0,none,Baccalaureate College,,1969,,AJB,,,,
Aviation Institute of Maintenance,Virginia,Multiple[10],Private,1,0,none,Associates College,,1969,,AJB,,509,,ACCSC
Kaplan College,Virginia,Roanoke,Private,1,0,none,Associates College,,1969,,AJB,,355,,ACCSC
United Tribes Technical College,North Dakota,Bismarck,Tribal,0,0,none,Tribal college,,1969,,AJB,,600,,"Higher Learning Commission(HLC), NLNAC"
Faith International University & Seminary,Washington,Tacoma,Private,1,1,Christian,Seminary,,1969,,AJB,,400,,
Madison Media Institute,Wisconsin,Madison,Private,1,0,none,Associates College,,1969,,AJB,,488,,ACICS
St. Francis de Sales College,Wisconsin,Milwaukee,Private,1,1,Catholic,Seminary,,1969,1982,AJB,,,,
Clayton State University,Georgia,Morrow,Public,0,0,none,Baccalaureate College,,1969,,AJB,,5500,,
Sotheby's Institute of Art-NY,New York,New York,Private,1,0,none,Specialized Focus,Art,1969,,AJB,,266,,
Texas A&M International University,Texas,,Public,0,0,none,Doctoral University,,1969,,AJB,,"6,853",,
University of Texas at Dallas,Texas,,Public,0,0,none,Doctoral University,,1969,,AJB,,"24,533",,
University of Texas at San Antonio,Texas,,Public,0,0,none,Doctoral University,,1969,,AJB,,"28,628",,
Baker College,Oregon,Baker,Private,0,1,Methodist,Baccalaureate College,,1969,1970,AJB,,,,
Ramapo College,New Jersey,Mahwah,Public,0,0,none,Masters University,,1969,,AJB,,"5,200",,MSCHE
Stockton University,New Jersey,Galloway,Public,0,0,none,Masters University,,1969,,AJB,,"8,111",,MSCHE
Luna Community College,New Mexico,Las Vegas (Main)Mora,Public,0,0,none,Associates College,,1969,,AJB,,"1,093",,
Medgar Evers College,New York,Brooklyn,Public,0,0,none,Baccalaureate College,,1969,,AJB,,"5,550",,
Vatterott College,Iowa,Des Moines,Private,1,0,none,Specialized Focus,Career,1969,2018,AJB,,,,
National Labor College,Maryland,Silver Spring,Private,0,0,none,Specialized Focus,Labor,1969,2014,AJB,,,,
Cincinnati State Technical and Community College,Ohio,Cincinnati,Public,0,0,none,Associates College,,1969,,AJB,,,,
The Art Institute of Phoenix,Arizona,Phoenix,Private,0,0,none,Specialized Focus,Art,1969,x,AJB,,,,
Zane State College,Ohio,Zanesville,Public,0,0,none,Associates College,,1969,,AJB,,,,
Williamsburg Technical College,South Carolina,Kingstree,Public,0,0,none,Associates College,,1969,,AJB,,737,,SACS
Texas Tech University Health Sciences Center,Texas,,Public,0,0,none,Specialized Focus,Medical,1969,,AJB,,"4,463",,
Hamilton Technical College,Iowa,Davenport,Private,1,0,none,Associates College,,1969,,AJB,,250,,ACCSC
College of the Atlantic,Maine,Bar Harbor,Private,0,0,none,Baccalaureate College,,1969,,AJB,,424,,
Rappahannock Community College,Virginia,"Glenns, Warsaw",Public,0,0,none,Associates College,,1969,,AJB,,"3,082",,SACS
Virginia Highlands Community College,Virginia,Abingdon,Public,0,0,none,Associates College,,1969,,AJB,,"2,387",,SACS
Sierra Nevada University,Nevada,"Incline Village, Reno and Henderson",Private,0,0,none,Baccalaureate College,,1969,,AJB,,833,,
Fashion Institute of Design & Merchandising,California,Los Angeles,Private,1,0,none,Specialized Focus,Art,1969,,AJB,,,,
Southwestern Law School,California,Clovis,Private,1,0,none,Specialized Focus,Law,1969,,AJB,,,,
South Seattle College,Washington,Seattle,Public,0,0,none,Baccalaureate College,,1969,,AJB,,"5,535",,
Gillette College,Wyoming,Gillette,Public,0,0,none,Associates College,,1969,,AJB,,"2,165",,
Lurleen B. Wallace Community College,Alabama,Andalusia,Public,0,0,none,Associates College,,1969,,AJB,,"1,767",,SACS
University of Alabama in Huntsville,Alabama,Huntsville,Public,0,0,none,Doctoral University,,1969,,AJB,,"9,988",,SACS
College of the Ouachitas,Arkansas,Malvern,Public,0,0,none,Associates College,,1969,,AJB,,"1,501",,
Indiana University – Purdue University Indianapolis,Indiana,Indianapolis,Public,0,0,none,New Campus,,1969,,AJB,,"30,451",,"HLC, ABA, ADA, AOTA, APTA, APA, CAHME, CCNE, CEPH, JRCERT, JRCNMT, LCME, NASAD, NASM, NLNAC"
Tunxis Community College,Connecticut,Farmington,Public,0,0,none,Associates College,,1969,,AJB,,"3,767",,
Quinebaug Valley Community College,Connecticut,Danielson,Public,0,0,none,Associates College,,1969,,AJB,,"1,559",,
Asnuntuck Community College,Connecticut,Enoneield,Public,0,0,none,Associates College,,1969,,AJB,,"1,945",,
College of Eastern Idaho,Idaho,Idaho Falls,Public,0,0,none,Associates College,,1969,,AJB,,686,,
Governors State University,Illinois,University Park,Public,0,0,none,Baccalaureate College,,1969,,AJB,,,,
Kennebec Valley Community College,Maine,Fairfield,Public,0,0,none,Associates College,,1969,,AJB,,"3,284",,
Washington County Community College,Maine,Calais,Public,0,0,none,Associates College,,1969,,AJB,,597,,
University of Illinois at Springfield,Illinois,Springfield,Public,0,0,none,Liberal Arts,,1969,,AJB,,"2,654",,
Essex Junior College,New Jersey,x,Private,0,0,none,Associates College,,1970,1937,AJB,,,,
Christ For The Nations Institute,Texas,,Private,1,1,Chistian,Baccalaureate College,,1970,,AJB,,,,
Criswell College,Texas,,Private,1,1,Baptist,Baccalaureate College,,1970,,AJB,,,,
Sinte Gleska University,South Dakota,Mission,Tribal,0,0,Tribal,Baccalaureate College,,1970,,AJB,,,,HLC
Anthem Education Group,Arizona,Glendale,Private,1,0,none,Doctoral University,,1970,x,AJB,,,,
San Diego Christian College,California,Santee,Private,0,1,Christian,Baccalaureate College,,1970,,AJB,,,,
Walden University,Minnesota,Minneapolis,Private,1,0,none,Doctoral University,,1970,,AJB,,"47,456",,"HLC, NLNAC, CCNE"
World Medicine Institute,Hawaii,Honolulu,Private,1,0,none,Specialized Focus,Medicine,1970,,AJB,,36,,
American InterContinental University,Illinois,Schaumburg,Private,1,0,none,Baccalaureate College,,1970,,AJB,,"9,952",,
Frederick S. Pardee RAND Graduate School,California,Santa Monica,Private,1,0,none,Specialized Focus,Graduate Studies,1970,,AJB,,,,
Georgia Highlands College,Georgia,Rome,Public,0,0,none,Baccalaureate College,,1970,,AJB,,,,
CUNY Medgar Evers College,New York,Brooklyn,Public,0,0,none,Associates College,,1970,,AJB,,"8,777",,
Marion Technical College,Ohio,Marion,Public,0,0,none,Associates College,,1970,,AJB,,,,
Rose State College,Oklahoma,Midwest City,Public,0,0,none,Baccalaureate College,,1970,,AJB,,"6,891",,
Chemeketa Community College,Oregon,Salem,Public,0,0,none,Associates College,,1970,,AJB,,"9,228",,
Rogue Community College,Oregon,"Grants Pass, Medford",Public,0,0,none,Associates College,,1970,,AJB,,"4,211",,
Francis Marion University,South Carolina,Florence,Public,0,0,none,Masters University,,1970,,AJB,,3940,,SACS
University of North Texas Health Science Center,Texas,,Public,0,0,none,Specialized Focus,Medical,1970,,AJB,,"1,949",,
Community College of Vermont,Vermont,12 locations,Public,0,0,none,Associates College,,1970,,AJB,,,,
Germanna Community College,Virginia,Locust Grove,Public,0,0,none,Associates College,,1970,,AJB,,"7,207",,SACS
Lord Fairfax Community College,Virginia,Middletown,Public,0,0,none,Associates College,,1970,,AJB,,"6,996",,SACS
Paul D. Camp Community College,Virginia,Franklin,Public,0,0,none,Associates College,,1970,,AJB,,"1,288",,SACS
Southside Virginia Community College,Virginia,"Alberta, |Keysville",Public,0,0,none,Associates College,,1970,,AJB,,"5,352",,SACS
North Seattle College,Washington,Seattle,Public,0,0,none,Baccalaureate College,,1970,,AJB,,"6,493",,
College of Optometry,New York,New York City,Public,0,0,none,Specialized Focus,Medical,1970,,AJB,,409,,
Inver Hills Community College,Minnesota,Inver Grove Heights,Public,0,0,none,Associates College,,1970,,AJB,,"6,374",,"HLC, NLNAC"
Dakota County Technical College,Minnesota,Rosemount,Public,0,0,Christian,Associates College,,1970,,AJB,,"3,673",,"HLC, ADA"
Nashua Community College,New Hampshire,Nashua,Public,0,0,none,Associates College,,1970,,AJB,,"2,056",,
University of Wisconsin Colleges,Wisconsin,[note 4],Public,0,0,none,Associates College,,1971,2005,AJB,,"14,385",,HLC
Liberty University,Virginia,Lynchburg,Private,0,1,Baptist,Doctoral University,,1971,,AJB,,"79,152",,SACS
Excelsior College,New York,Albany,Private,0,0,none,Specialized Focus,Working Adults,1971,,AJB,,"54,178",,
Touro College,New York,New York,Private,0,0,none,Specialized Focus,Medicine,1971,,AJB,,"17,448",,
Chatfield College,Ohio,Cincinnati,Private,0,1,Catholic,Associates College,,1971,,AJB,,,,
California Southern Law School,California,Riverside,Private,1,0,none,Specialized Focus,Law,1971,2020,AJB,,,,
Biblical Theological Seminary,Pennsylvania,Hatfield(Montgomery County),Private,1,1,Christianity,Seminary,,1971,,AJB,,248,,
Mid-America Baptist Theological Seminary,Tennessee,Franklin,Private,1,1,Baptist,Seminary,,1971,,AJB,,,,
Amberton University,Texas,,Private,0,1,Christian,Specialized Focus,Working Adult,1971,,AJB,,,,
Saint Michael College of Allied Health,Virginia,Alexandria,Private,1,1,Catholic,Specialized Focus,Medical,1971,,AJB,,193,,none
Cambridge College,Virginia,Chesapeake,Private,0,0,none,Specialized Focus,Medical,1971,,AJB,,"2,234",,NEASC
Heritage Christian University,Alabama,Florence,Private,0,1,Churches of Christ,Seminary,,1971,,AJB,,86,,ABHE
Thomas Aquinas College,California,Santa Paula,Private,0,1,Roman Catholic,Baccalaureate College,,1971,,AJB,,,,
Cambridge College,California,Rancho Cucamonga,Private,0,0,none,Masters University,,1971,,AJB,,,,
University of Oklahoma Health Sciences Center,Oklahoma,Oklahoma City,Public,0,0,none,Doctoral University,,1971,,AJB,,"3,100",,
National University,California,La Jolla,Private,0,0,none,Masters University,,1971,,AJB,,,,
Southwestern Indian Polytechnic Institute,New Mexico,Albuquerque (Main),Public,0,0,none,Associates College,,1971,,AJB,,367,,
LaGuardia Community College,New York,Queens,Public,0,0,none,Associates College,,1971,,AJB,,"15,169",,
Berean Bible College,California,Poway,Private,0,1,Chistian,Seminary,,1971,,AJB,,,,
Maharishi University of Management,Iowa,Fairfield,Private,0,0,none,Masters University,,1971,,AJB,,"1,134",,HLC
Belmont College,Ohio,St. Clairsville,Public,0,0,Christian,Associates College,,1971,,AJB,,,,
Central Ohio Technical College,Ohio,Newark,Public,0,0,Catholic,Associates College,,1971,,AJB,,,,
Benedictine College,Kansas,Atchison,Private,0,1,Catholic,Baccalaureate College,,1971,,AJB,,,,
James A. Rhodes State College,Ohio,Lima,Public,0,0,none,Associates College,,1971,,AJB,,,,
Southern State Community College,Ohio,"Hillsboro, Mount Orab, Wilmington, and Washington Court House",Public,0,0,none,Associates College,,1971,,AJB,,,,
Washington State Community College,Ohio,Marietta,Public,0,0,none,Associates College,,1971,,AJB,,,,
National University,Nevada,Henderson,Private,0,0,none,Baccalaureate College,,1971,,AJB,,487,,
Saybrook University,California,Oakland,Private,0,0,none,Specialized Focus,Medicine,1971,,AJB,,,,
SUNY College of Optometry,New York,New York,Public,0,0,none,Specialized Focus,Medical,1971,,AJB,,363,,
Texas A&M University–Texarkana,Texas,,Public,0,0,none,Masters University,,1971,,AJB,,"1,950",,
University of Texas at Tyler,Texas,,Public,0,0,none,Masters University,,1971,,AJB,,"8,862",,
University of Houston–Clear Lake,Texas,,Public,0,0,none,Masters University,,1971,,AJB,,"8,153",,
University of Houston–Victoria,Texas,,Public,0,0,none,Masters University,,1971,,AJB,,"4,335",,
Eastern Shore Community College,Virginia,Melfa,Public,0,0,none,Associates College,,1971,,AJB,,839,,SACS
Oglala Lakota College,South Dakota,Kyle,Public,0,0,none,Tribal college,,1971,,AJB,,,,HLC
Southern West Virginia Community and Technical College,West Virginia,Mount Gay,Public,0,0,none,Associates College,,1971,,AJB,,"2,178",,"ACEN, ADA, JRCERT, HLC"
SUNY Empire State College,New York,Saratoga Springs,Public,0,0,none,Associates College,,1971,,AJB,,"19,574",,
University of Minnesota Waseca,Minnesota,Waseca,Public,0,0,none,Baccalaureate College,,1971,1992,AJB,,,,
Indiana University East,Indiana,Richmond,Public,0,0,none,Baccalaureate College,,1971,,AJB,,"4,186",,"HLC, TCATE, NLNAC"
Metropolitan State University,Minnesota,"St. Paul, Minneapolis",Public,0,0,none,Masters University,,1971,,AJB,,"7,787",,"HLC, CCNE"
College of Southern Nevada,Nevada,Las Vegas,Public,0,0,none,Associates College,,1971,,AJB,,37758,,
Truckee Meadows Community College,Nevada,Reno,Public,0,0,none,Associates College,,1971,,AJB,,11849,,
Western Nevada College,Nevada,Carson City,Public,0,0,none,Associates College,,1971,,AJB,,4820,,
Bayonne Junior College,New Jersey,Bayonne,Private,0,0,none,Associates College,,1972,1951,AJB,,,,
Talmudical Academy of Central New Jersey,New Jersey,Howell,Private,1,1,Jewish,Seminary,,1972,,AJB,,,,AARTS
Beis Medrash Heichal Dovid,New York,Far Rockaway,Private,1,1,Jewish,Seminary,,1972,,AJB,,115,,
Yeshivat Mikdash Melech,New York,Brooklyn,Private,1,1,Jewish,Seminary,,1972,,AJB,,183,,
Yeshivath Viznitz,New York,Monsey,Private,1,1,Jewish,Seminary,,1972,,AJB,,756,,
Western Michigan University Cooley Law School (Tampa),Florida,Babson Park,Private,1,0,none,Specialized Focus,Law,1972,,AJB,,"1,258",,
Vermont Law School,Vermont,South Royalton,Private,1,0,none,Specialized Focus,Law,1972,,AJB,,,,
Pima Medical Institute,New Mexico,Albuquerque Rio Rancho(Albuquerque West),Private,1,0,none,Specialized Focus,Medical,1972,,AJB,,565,,
Burlington College,Vermont,Burlington,Private,1,0,none,Baccalaureate College,,1972,2016,AJB,,,,
Turtle Mountain Community College,North Dakota,Belcourt,Tribal,0,0,Tribal,Tribal college,,1972,,AJB,,969,,Higher Learning Commission (HLC)
Five Towns College,New York,Dix Hills,Private,1,0,none,Specialized Focus,Music,1972,,AJB,,814,,
Saint Herman Theological Seminary,Alaska,Kodiak,Private,0,1,Christian,Seminary,,1972,,AJB,,,,
University of North Florida,Florida,Jacksonville,Public,0,0,none,Baccalaureate College,,1972,,AJB,,14000,,
Northeast Ohio Medical University,Ohio,Rootstown,Public,0,0,none,Specialized Focus,Medical,1972,,AJB,,,,
Brookline College,Arizona,Phoenix,Private,1,0,Catholic,Specialized Focus,Music,1972,,AJB,,373,,
Thomas Edison State University,New Jersey,Trenton,Public,0,0,none,Masters University,,1972,,AJB,,"10,934",,MSCHE
Southern California Institute of Architecture,California,Los Angeles,Private,0,0,none,Specialized Focus,Architecture,1972,,AJB,,,,
Southwestern Law School,California,Los Angeles,Private,1,0,none,Specialized Focus,Law,1972,,AJB,,,,
Western Michigan University Cooley Law School,Michigan,Lansing,Private,0,0,none,Specialized Focus,Law,1972,,AJB,,"1,285",,"HLC, ABA"
Rush University,Illinois,Chicago,Private,1,0,none,Specialized Focus,Medical,1972,,AJB,,"2,503",,
United States Sports Academy,Alabama,Daphne,Private,1,0,none,Specialized Focus,Sports,1972,,AJB,,499,,SACS
Sojourner–Douglass College,Maryland,Baltimore,Private,0,0,none,Specialized Focus,Afrofocus,1972,2015,AJB,,,,
Aiken Technical College,South Carolina,Aiken,Public,0,0,none,Associates College,,1972,,AJB,,,,SACS
West Virginia School of Osteopathic Medicine,West Virginia,Lewisburg,Public,0,0,none,Specialized Focus,Medical,1972,,AJB,,837,,"AOA, HLC"
J. Sargeant Reynolds Community College,Virginia,Richmond,Public,0,0,none,Associates College,,1972,,AJB,,"11,861",,SACS
Mountain Empire Community College,Virginia,Big Stone Gap,Public,0,0,none,Associates College,,1972,,AJB,,"2,718",,SACS
Piedmont Virginia Community College,Virginia,Charlottesville,Public,0,0,Christian,Associates College,,1972,,AJB,,"5,445",,SACS
West Virginia Northern Community College,West Virginia,Wheeling,Public,0,0,Catholic,Associates College,,1972,,AJB,,"2,505",,"ACEN, JRCERT, HLC"
Gateway Technical College,Wisconsin,Kenosha,Public,0,0,none,Associates College,,1972,,AJB,,"9,052",,"HLC, ADA, APTA, NLNAC"
Wisconsin Indianhead Technical College,Wisconsin,Shell Lake,Public,0,0,none,Associates College,,1972,,AJB,,"3,925",,"HLC, NLNAC"
"Mississippi State University, Meridian - Meridian",Mississippi,,Public,0,0,none,Baccalaureate College,,1972,,AJB,,,,
University of Alaska Southeast,Alaska,Juneau,Public,0,0,none,Masters University,,1972,,AJB,,"3,458",,
Windward Community College,Hawaii,Kaneohe,Public,0,0,none,Associates College,,1972,,AJB,,"2,705",,
Hennepin Technical College,Minnesota,"Brooklyn Park, Eden Prairie",Public,0,0,none,Associates College,,1972,,AJB,,"6,728",,HLC
Granite State College,New Hampshire,Nine locations,Public,0,0,none,Baccalaureate College,,1972,,AJB,,"2,179",,
Louisiana Baptist University and Theological Seminary - Shreveport,Louisiana,,Private,0,1,Catholic,Seminary,,1973,,AJB,,,,
Eastern Virginia Medical School,Virginia,Norfolk,Private,1,0,none,Specialized Focus,Medical,1973,,AJB,,790,,SACS
Rabbinical College of America,New Jersey,Morristown,Private,1,1,Jewish,Seminary,,1973,,AJB,,,,AARTS
Southern Methodist University,New Mexico,Taos,Private,1,1,United Methodist Church,Associates College,,1973,,AJB,,95,,
The Art Institute of Charlotte,North Carolina,Charlotte,Private,1,0,none,Specialized Focus,Art,1973,2018,AJB,,,,
Sherman College of Chiropractic,South Carolina,Spartanburg,Private,0,0,none,Specialized Focus,Medical,1973,,AJB,,422,,CCE
City University of Seattle,Washington,Seattle,Private,1,0,none,Masters University,,1973,,AJB,,"6,755",,
